id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,hour,day_of_week,month,day_name,distance_km,speed_kmh,cluster
id1168722,2,2016-06-27 18:21:21,2016-06-27 18:56:03,1,-73.96566009521484,40.76847457885742,-73.9948959350586,40.750125885009766,N,2082,18,0,6,Monday,3.1978419467351693,5.53,0
id3788870,2,2016-04-19 07:49:01,2016-04-19 08:16:17,2,-73.95178985595702,40.78289031982422,-73.98215484619139,40.755046844482415,N,1636,7,1,4,Tuesday,4.01553198619494,8.84,0
id0887108,2,2016-05-17 09:31:59,2016-05-17 09:46:02,4,-73.98794555664062,40.73211669921875,-73.99134063720702,40.749061584472656,N,843,9,1,5,Tuesday,1.9057725773665164,8.14,0
id1143006,2,2016-02-05 18:46:02,2016-02-05 18:58:02,5,-73.96531677246092,40.77214813232422,-73.96573638916014,40.75437927246094,N,720,18,4,2,Friday,1.9761231022390664,9.88,0
id3285477,1,2016-01-13 16:53:27,2016-01-13 17:03:41,1,-74.00126647949219,40.75690460205078,-73.98229217529298,40.76127243041992,N,614,16,2,1,Wednesday,1.6702982032894216,9.79,0
id0474399,1,2016-01-20 17:29:01,2016-01-20 17:42:40,1,-73.97333526611328,40.76360321044922,-73.99039459228516,40.75606918334961,N,819,17,2,1,Wednesday,1.6632109047452721,7.31,0
id3848251,1,2016-02-09 08:24:49,2016-02-09 08:35:02,1,-73.96803283691406,40.75529479980469,-73.98092651367188,40.74694061279297,N,613,8,1,2,Tuesday,1.4291862372279582,8.39,0
id1134224,1,2016-06-29 09:48:02,2016-06-29 09:55:05,1,-73.98543548583984,40.758262634277344,-73.97826385498048,40.75228118896485,N,423,9,2,6,Wednesday,0.8984814309807422,7.65,0
id2396779,1,2016-03-18 08:57:17,2016-03-18 09:06:28,1,-73.97103881835938,40.76150131225586,-73.97481536865233,40.75276565551758,N,551,8,4,3,Friday,1.0221176642728673,6.68,0
id2069520,2,2016-03-04 09:06:50,2016-03-04 09:24:23,1,-74.00002288818358,40.743179321289055,-73.9781494140625,40.750953674316406,N,1053,9,4,3,Friday,2.03534969586994,6.96,0
id2255326,2,2016-06-07 07:26:53,2016-06-07 07:30:37,1,-73.98606872558594,40.76176071166992,-73.99193572998048,40.76444625854492,N,224,7,1,6,Tuesday,0.5773488040900605,9.28,0
id1557886,2,2016-04-20 18:06:04,2016-04-20 18:20:37,3,-73.97430419921875,40.762371063232415,-73.9799575805664,40.77877426147461,N,873,18,2,4,Wednesday,1.8850605705382393,7.77,0
id1586579,2,2016-04-04 08:40:56,2016-04-04 08:49:53,1,-74.01360321044923,40.70739364624024,-74.0020980834961,40.71622085571289,N,537,8,0,4,Monday,1.379773890342587,9.25,0
id3860877,2,2016-05-14 18:57:52,2016-05-14 19:23:31,5,-73.97554779052734,40.7625389099121,-73.9856185913086,40.74708938598633,N,1539,18,5,5,Saturday,1.9159288093937028,4.48,0
id1034048,2,2016-01-09 19:59:12,2016-01-09 20:05:52,2,-74.0048828125,40.73023986816406,-74.00829315185547,40.73725128173828,N,400,19,5,1,Saturday,0.8309016842115736,7.48,0
id1168672,2,2016-04-07 09:48:17,2016-04-07 10:03:46,5,-73.98355865478516,40.766159057617195,-73.9622802734375,40.770450592041016,N,929,9,3,4,Thursday,1.8543925324196096,7.19,0
id2866984,1,2016-06-28 09:37:43,2016-06-28 09:39:54,1,-73.97776794433594,40.76292037963867,-73.97402954101561,40.76290512084961,N,131,9,1,6,Tuesday,0.31485672200578946,8.65,0
id3220683,2,2016-02-18 19:39:07,2016-02-18 19:46:14,3,-73.97235870361328,40.7650260925293,-73.98543548583984,40.76847839355469,N,427,19,3,2,Thursday,1.1662641998297045,9.83,0
id1817026,1,2016-05-04 16:12:02,2016-05-04 16:20:38,2,-73.9578857421875,40.78223037719727,-73.95037841796875,40.77220916748047,N,516,16,2,5,Wednesday,1.2811247241126602,8.94,0
id2047376,2,2016-04-03 16:28:20,2016-04-03 16:34:58,1,-74.00693511962889,40.70660018920898,-74.01050567626953,40.71456146240234,N,398,16,6,4,Sunday,0.9350110493273686,8.46,0
id0944406,1,2016-03-17 08:48:11,2016-03-17 09:04:41,1,-73.98293304443358,40.74779891967773,-73.97766876220702,40.76393127441406,N,990,8,3,3,Thursday,1.8478258138046144,6.72,0
id2981893,2,2016-06-01 18:22:33,2016-06-01 18:30:12,6,-73.97466278076173,40.746620178222656,-73.98487854003906,40.739593505859375,N,459,18,2,6,Wednesday,1.1624004801630945,9.12,0
id0861082,1,2016-01-05 09:45:32,2016-01-05 10:08:53,1,-73.95461273193358,40.77727508544922,-73.95673370361328,40.76292037963867,N,1401,9,1,1,Tuesday,1.6061326401501623,4.13,0
id2140659,1,2016-06-09 18:31:57,2016-06-09 19:14:33,1,-74.01266479492188,40.702579498291016,-73.97898864746092,40.74532318115234,Y,2556,18,3,6,Thursday,5.535662422990205,7.8,0
id3733696,2,2016-01-20 08:49:13,2016-01-20 09:07:18,6,-73.97736358642578,40.7843017578125,-73.97525024414062,40.759521484375,N,1085,8,2,1,Wednesday,2.7611817169695665,9.16,0
id3732584,1,2016-04-13 17:50:06,2016-04-13 18:04:44,1,-73.99147033691406,40.75021362304688,-73.97434997558594,40.75698852539063,N,878,17,2,4,Wednesday,1.62700801398385,6.67,0
id2212626,2,2016-03-19 16:36:57,2016-03-19 16:51:53,1,-73.98438262939453,40.76985549926758,-73.96507263183594,40.764892578125,N,896,16,5,3,Saturday,1.7172833282719742,6.9,0
id0340928,1,2016-01-14 07:06:15,2016-01-14 07:35:11,1,-73.97552490234375,40.75527191162109,-73.93574523925781,40.738731384277344,N,1736,7,3,1,Thursday,3.8226320576875916,7.93,0
id0308265,1,2016-04-16 18:51:24,2016-04-16 19:07:57,1,-74.00466918945312,40.74161148071289,-74.00821685791014,40.718849182128906,N,993,18,5,4,Saturday,2.5486441599356566,9.24,0
id1587832,1,2016-03-22 17:58:10,2016-03-22 18:08:13,1,-73.96736145019531,40.76040649414063,-73.9731216430664,40.75514602661133,N,603,17,1,3,Tuesday,0.7599595331265204,4.54,0
id0991603,1,2016-01-19 18:31:56,2016-01-19 18:43:14,1,-73.9820556640625,40.762725830078125,-73.98117065429686,40.74646759033203,N,678,18,1,1,Tuesday,1.8093700645615047,9.61,0
id0741351,2,2016-06-05 17:58:29,2016-06-05 18:23:56,1,-73.99046325683594,40.742053985595696,-73.96340942382812,40.771041870117195,N,1527,17,6,6,Sunday,3.9474374580240377,9.31,0
id2914776,2,2016-06-01 17:53:44,2016-06-01 18:11:55,5,-73.97738647460938,40.7581787109375,-73.99994659423827,40.73785018920898,N,1091,17,2,6,Wednesday,2.953183583720536,9.74,0
id1121288,1,2016-01-15 09:29:01,2016-01-15 09:48:19,1,-73.97843170166014,40.778026580810554,-73.97404479980467,40.7541389465332,N,1158,9,4,1,Friday,2.681754397243074,8.34,0
id2532456,2,2016-02-12 17:06:45,2016-02-12 17:12:08,2,-73.96246337890625,40.75914001464844,-73.96537780761719,40.7583236694336,N,323,17,4,2,Friday,0.2617176489910049,2.92,0
id1430528,1,2016-05-04 19:04:14,2016-05-04 19:21:14,1,-73.9629364013672,40.76897811889648,-73.98234558105469,40.76837539672852,N,1020,19,2,5,Wednesday,1.635892601625645,5.77,0
id2069199,1,2016-03-21 17:44:38,2016-03-21 17:51:11,1,-73.9796371459961,40.751861572265625,-73.97494506835938,40.758296966552734,N,393,17,0,3,Monday,0.8174696896226633,7.49,0
id2323610,2,2016-04-30 18:30:16,2016-04-30 18:37:57,1,-73.9798812866211,40.74895095825195,-73.98982238769531,40.7508201599121,N,461,18,5,4,Saturday,0.8628219328329049,6.74,0
id1293124,2,2016-06-23 16:43:36,2016-06-23 17:19:23,1,-73.94985961914062,40.77221298217773,-73.95660400390625,40.72091293334961,N,2147,16,3,6,Thursday,5.732530126715085,9.61,0
id2161549,1,2016-04-12 08:23:09,2016-04-12 08:34:30,1,-74.00750732421875,40.72602081298828,-74.00440216064453,40.73372268676758,N,681,8,1,4,Tuesday,0.8954873543932689,4.73,0
id0043512,1,2016-06-23 09:41:25,2016-06-23 09:49:29,2,-73.98251342773438,40.73141860961913,-73.98776245117188,40.7408332824707,N,484,9,3,6,Thursday,1.1364482021838367,8.45,0
id0649335,2,2016-06-04 18:52:50,2016-06-04 19:11:39,1,-74.00595092773438,40.735706329345696,-74.0062484741211,40.73949813842773,N,1129,18,5,6,Saturday,0.4223745553824029,1.35,0
id1924989,1,2016-04-18 16:20:44,2016-04-18 16:25:11,1,-73.9719009399414,40.74644470214844,-73.97624969482422,40.75115966796875,N,267,16,0,4,Monday,0.6395863121394497,8.62,0
id3874623,2,2016-06-02 17:57:37,2016-06-02 18:14:33,1,-73.99070739746092,40.73064804077149,-73.99224853515625,40.74911117553711,N,1016,17,3,6,Thursday,2.057108680583007,7.29,0
id0310854,1,2016-05-24 08:00:48,2016-05-24 08:09:30,1,-73.95556640625,40.779441833496094,-73.9430160522461,40.78562545776367,N,522,8,1,5,Tuesday,1.2607036920254284,8.69,0
id0391807,1,2016-01-25 18:03:31,2016-01-25 18:50:50,4,-73.96377563476561,40.80802536010742,-73.97367095947266,40.739017486572266,N,2839,18,0,1,Monday,7.718435554798196,9.79,0
id0713462,1,2016-01-19 17:30:11,2016-01-19 17:41:37,1,-73.99803924560547,40.74589538574219,-73.9913330078125,40.760250091552734,N,686,17,1,1,Tuesday,1.6931806264023685,8.89,0
id2124659,2,2016-02-03 17:40:13,2016-02-03 17:55:17,1,-74.00054931640625,40.7425193786621,-73.99156188964845,40.759033203125,N,904,17,2,2,Wednesday,1.986197263821338,7.91,0
id0130434,2,2016-02-13 19:28:49,2016-02-13 19:45:37,2,-73.98206329345702,40.769020080566406,-73.98198699951173,40.747119903564446,N,1008,19,5,2,Saturday,2.4351970537760015,8.7,0
id3842876,2,2016-06-25 19:55:58,2016-06-25 20:03:20,1,-73.98995208740233,40.73704147338867,-74.00106048583984,40.73147964477539,N,442,19,5,6,Saturday,1.1218311838291581,9.14,0
id2226484,1,2016-02-13 19:41:29,2016-02-13 19:48:05,1,-73.98363494873048,40.7645378112793,-73.97931671142578,40.765045166015625,N,396,19,5,2,Saturday,0.36802578023194504,3.35,0
id3111396,2,2016-05-06 08:08:02,2016-05-06 08:19:36,1,-73.95390319824217,40.76603698730469,-73.96559143066406,40.76189041137695,N,694,8,4,5,Friday,1.087012307669789,5.64,0
id3823398,2,2016-06-16 18:13:33,2016-06-16 18:49:09,1,-73.97103881835938,40.758113861083984,-73.96405792236328,40.719085693359375,N,2136,18,3,6,Thursday,4.379408350238285,7.38,0
id0758785,1,2016-05-24 17:05:40,2016-05-24 17:28:58,1,-73.98635101318358,40.74060821533203,-73.96084594726561,40.76820373535156,N,1398,17,1,5,Tuesday,3.7457889677489273,9.65,0
id3716174,2,2016-06-13 08:05:05,2016-06-13 08:24:12,1,-73.96925354003906,40.785690307617195,-73.97377014160156,40.76461410522461,N,1147,8,0,6,Monday,2.374226322841001,7.45,0
id2619415,1,2016-06-21 17:22:06,2016-06-21 17:32:05,1,-73.97029876708984,40.75266647338867,-73.98677825927734,40.74540328979492,N,599,17,1,6,Tuesday,1.6060480408263618,9.65,0
id2889088,1,2016-01-21 07:56:55,2016-01-21 08:19:55,1,-73.98623657226561,40.724956512451165,-73.9821014404297,40.75426864624024,N,1380,7,3,1,Thursday,3.277926914946231,8.55,0
id0182833,2,2016-04-29 17:44:22,2016-04-29 17:51:11,2,-73.951416015625,40.777862548828125,-73.96134948730467,40.77169418334961,N,409,17,4,4,Friday,1.081715298908289,9.52,0
id1716658,1,2016-05-16 07:35:35,2016-05-16 07:43:34,1,-73.98292541503906,40.78243637084961,-73.98605346679686,40.770790100097656,N,479,7,0,5,Monday,1.3215207906131143,9.93,0
id2787580,2,2016-04-09 09:11:40,2016-04-09 09:25:03,1,-73.97310638427734,40.743690490722656,-73.99707794189453,40.74617385864258,N,803,9,5,4,Saturday,2.038247112709907,9.14,0
id0942651,2,2016-03-23 09:18:33,2016-03-23 09:24:53,1,-73.98638153076173,40.74261093139648,-73.98991394042967,40.73545837402344,N,380,9,2,3,Wednesday,0.849186959335957,8.04,0
id1986178,1,2016-05-12 16:26:54,2016-05-12 16:49:12,1,-73.98597717285155,40.767974853515625,-73.9681167602539,40.786739349365234,N,1338,16,3,5,Thursday,2.5720134115940843,6.92,0
id1769693,2,2016-03-08 18:00:37,2016-03-08 18:14:23,2,-73.97459411621094,40.73651885986328,-73.99667358398438,40.73749542236328,N,826,18,1,3,Tuesday,1.8634465407830727,8.12,0
id2346476,2,2016-03-31 08:57:45,2016-03-31 09:32:42,2,-73.99893951416014,40.73432159423828,-73.98017120361328,40.76076889038086,N,2097,8,3,3,Thursday,3.338870970778246,5.73,0
id1227855,1,2016-01-19 08:39:44,2016-01-19 08:51:59,1,-73.97425842285155,40.78863525390625,-73.95227813720702,40.79127883911133,N,735,8,1,1,Tuesday,1.8736511983322384,9.18,0
id1122019,2,2016-01-08 09:20:12,2016-01-08 09:47:14,6,-73.96566772460938,40.76835632324219,-73.99720764160156,40.74163818359375,N,1622,9,4,1,Friday,3.9854877585605797,8.85,0
id2162748,1,2016-03-04 09:14:57,2016-03-04 09:49:04,1,-73.99140167236328,40.7275505065918,-73.96717834472656,40.7693748474121,N,2047,9,4,3,Friday,5.078627688800882,8.93,0
id0868275,1,2016-05-10 18:16:09,2016-05-10 18:27:51,2,-74.00436401367188,40.74185562133789,-74.00539398193358,40.72718048095703,N,702,18,1,5,Tuesday,1.634107138480517,8.38,0
id1909030,2,2016-02-15 19:09:31,2016-02-15 19:18:13,3,-73.99085998535155,40.73391342163086,-73.98601531982422,40.722671508789055,N,522,19,0,2,Monday,1.315015253031,9.07,0
id2663815,2,2016-04-21 19:36:45,2016-04-21 19:42:52,1,-73.95738983154298,40.776901245117195,-73.9498519897461,40.774463653564446,N,367,19,3,4,Thursday,0.6901738154277886,6.77,0
id3039203,2,2016-01-17 16:00:15,2016-01-17 16:08:47,1,-73.97418212890625,40.76438903808594,-73.98040771484375,40.7541618347168,N,512,16,6,1,Sunday,1.2522782104443313,8.81,0
id1261693,1,2016-02-28 17:08:06,2016-02-28 17:12:31,1,-74.0115966796875,40.715190887451165,-74.01624298095702,40.711101531982415,N,265,17,6,2,Sunday,0.6001032807106879,8.15,0
id0094492,2,2016-01-19 09:39:02,2016-01-19 09:47:33,1,-73.95662689208984,40.77797317504882,-73.9505844116211,40.77140808105469,N,511,9,1,1,Tuesday,0.8898308181437679,6.27,0
id1571424,1,2016-03-10 18:40:25,2016-03-10 18:54:56,1,-73.97711181640625,40.7745475769043,-73.95132446289062,40.77172470092773,N,871,18,3,3,Thursday,2.1940721606911175,9.07,0
id2462659,1,2016-06-13 18:31:39,2016-06-13 18:41:54,2,-73.97600555419923,40.75188064575195,-73.96334838867188,40.754291534423835,N,615,18,0,6,Monday,1.0993438519010161,6.44,0
id0499835,2,2016-03-02 17:49:23,2016-03-02 18:07:05,1,-73.9574966430664,40.77444839477539,-73.97886657714845,40.75981903076172,N,1062,17,2,3,Wednesday,2.4259120184951377,8.22,0
id2285569,1,2016-03-22 19:00:32,2016-03-22 19:18:05,2,-73.98218536376953,40.75756072998047,-73.99890899658203,40.761024475097656,N,1053,19,1,3,Tuesday,1.4602661788918365,4.99,0
id1347354,1,2016-01-10 09:14:28,2016-01-10 09:21:42,1,-73.99146270751953,40.74985504150391,-73.98572540283203,40.754009246826165,N,434,9,6,1,Sunday,0.6685335740526918,5.55,0
id3919405,2,2016-03-03 09:43:30,2016-03-03 10:16:57,1,-73.980224609375,40.75482177734375,-74.01197814941406,40.71402740478516,N,2007,9,3,3,Thursday,5.266359653678884,9.45,0
id0117010,1,2016-06-13 08:17:48,2016-06-13 08:46:19,1,-73.95294189453125,40.77999877929688,-73.98739624023438,40.776153564453125,N,1711,8,0,6,Monday,2.9324564566661966,6.17,0
id1285914,1,2016-03-21 08:31:06,2016-03-21 08:49:13,1,-73.95191192626953,40.769325256347656,-73.97217559814453,40.749706268310554,N,1087,8,0,3,Monday,2.769829504646367,9.17,0
id2454393,2,2016-01-13 08:54:31,2016-01-13 09:08:21,1,-73.99943542480467,40.76129531860352,-73.97968292236328,40.76115417480469,N,830,8,2,1,Wednesday,1.66369222817516,7.22,0
id2992952,2,2016-01-21 09:04:45,2016-01-21 09:41:24,1,-73.98100280761719,40.72077941894531,-73.98560333251953,40.75334167480469,N,2199,9,3,1,Thursday,3.6414459621883246,5.96,0
id1109856,2,2016-01-05 09:26:54,2016-01-05 09:53:44,5,-73.98033142089844,40.73431015014648,-73.97280883789062,40.76103973388672,N,1610,9,1,1,Tuesday,3.038999772186816,6.8,0
id1590451,1,2016-01-16 19:42:55,2016-01-16 19:50:53,1,-74.00141143798828,40.73112487792969,-73.99557495117188,40.72635269165039,N,478,19,5,1,Saturday,0.7235029704926975,5.45,0
id1061523,2,2016-05-25 18:05:36,2016-05-25 18:09:57,1,-73.96149444580078,40.771446228027344,-73.9613037109375,40.76494598388672,N,261,18,2,5,Wednesday,0.722972627510595,9.97,0
id2700600,2,2016-03-18 09:22:05,2016-03-18 09:44:58,1,-73.98689270019531,40.77090835571289,-73.97383880615233,40.75537109375,N,1373,9,4,3,Friday,2.047809674896586,5.37,0
id1426053,1,2016-05-20 17:27:50,2016-05-20 18:05:20,1,-74.00524139404298,40.75135803222656,-73.96107482910156,40.76970672607422,N,2250,17,4,5,Friday,4.2426765160837325,6.79,0
id0513166,2,2016-05-17 19:22:38,2016-05-17 19:30:26,1,-73.96730041503906,40.76513671875,-73.9554672241211,40.76839065551758,N,468,19,1,5,Tuesday,1.0601971245244357,8.16,0
id0897290,1,2016-01-30 18:52:23,2016-01-30 19:09:39,3,-73.9788818359375,40.74682235717773,-73.99931335449217,40.73000717163086,N,1036,18,5,1,Saturday,2.5415003599921495,8.83,0
id0541682,1,2016-04-15 08:43:14,2016-04-15 08:56:19,1,-73.97110748291014,40.76671600341797,-73.96231842041014,40.75638198852539,N,785,8,4,4,Friday,1.3668802773389734,6.27,0
id0197848,1,2016-03-31 18:09:43,2016-03-31 18:25:49,1,-73.97715759277344,40.75119400024414,-73.98389434814453,40.7552604675293,N,966,18,3,3,Thursday,0.7255811583778429,2.7,0
id3254986,2,2016-01-28 18:47:08,2016-01-28 19:01:11,1,-73.98168182373048,40.766498565673835,-73.98272705078125,40.78335189819336,N,843,18,3,1,Thursday,1.8760707635902,8.01,0
id1039018,2,2016-02-11 09:15:41,2016-02-11 09:33:45,1,-74.01567840576173,40.71109771728516,-73.99913024902342,40.723388671875,N,1084,9,3,2,Thursday,1.952670640387587,6.48,0
id2300514,2,2016-01-30 17:27:29,2016-01-30 17:33:19,1,-73.98846435546875,40.7547607421875,-73.98828125,40.74810791015625,N,350,17,5,1,Saturday,0.7399219470579504,7.61,0
id3130060,1,2016-05-17 08:44:39,2016-05-17 09:03:02,1,-73.97806549072266,40.73660659790039,-74.00254821777344,40.75600051879882,N,1103,8,1,5,Tuesday,2.984010968133591,9.74,0
id1483486,2,2016-01-29 08:48:05,2016-01-29 08:57:52,1,-74.00077056884764,40.74188995361328,-73.9935531616211,40.74324417114258,N,587,8,4,1,Friday,0.6264118557281569,3.84,0
id2338778,1,2016-01-30 18:20:52,2016-01-30 18:25:58,1,-73.99449920654298,40.74944305419922,-74.00328063964845,40.75038909912109,N,306,18,5,1,Saturday,0.7471682827488789,8.79,0
id2718551,2,2016-04-04 17:32:10,2016-04-04 17:38:07,1,-73.98963928222656,40.7204704284668,-73.98277282714845,40.715911865234375,N,357,17,0,4,Monday,0.7692966266468225,7.76,0
id3550019,2,2016-01-02 18:52:31,2016-01-02 19:01:48,4,-73.9828872680664,40.73904037475586,-73.99070739746092,40.73387145996094,N,557,18,5,1,Saturday,0.8743399877916799,5.65,0
id0460729,1,2016-03-17 09:12:59,2016-03-17 09:24:02,1,-73.98033142089844,40.73052215576172,-73.98435974121092,40.74497985839844,N,663,9,3,3,Thursday,1.6430590594159242,8.92,0
id2639128,2,2016-03-03 17:19:15,2016-03-03 17:23:48,4,-73.95063781738281,40.78089904785156,-73.94803619384764,40.775428771972656,N,273,17,3,3,Thursday,0.646510960033961,8.53,0
id2599554,1,2016-04-14 18:09:10,2016-04-14 18:25:54,1,-73.98697662353516,40.72085189819336,-74.00823974609375,40.73083114624024,N,1004,18,3,4,Thursday,2.1075704963996156,7.56,0
id2941052,1,2016-05-14 17:28:25,2016-05-14 17:31:33,1,-73.9814224243164,40.78080368041992,-73.97781372070312,40.7829475402832,N,188,17,5,5,Saturday,0.3861968348326934,7.4,0
id0598095,2,2016-01-11 08:07:28,2016-01-11 08:24:04,1,-73.9539794921875,40.7871208190918,-73.95240783691406,40.76662063598633,N,996,8,0,1,Monday,2.283354621570751,8.25,0
id2391958,2,2016-06-01 16:17:11,2016-06-01 16:30:34,5,-73.95908355712889,40.78326797485352,-73.97734069824217,40.78096389770508,N,803,16,2,6,Wednesday,1.558394910103338,6.99,0
id0122428,1,2016-01-05 17:47:00,2016-01-05 17:56:21,1,-74.00617218017578,40.72331619262695,-73.98880767822266,40.7230339050293,N,561,17,1,1,Tuesday,1.4636667381765778,9.39,0
id3238879,2,2016-02-17 08:46:02,2016-02-17 08:57:16,1,-73.9808349609375,40.75351333618164,-73.9709243774414,40.7640037536621,N,674,8,2,2,Wednesday,1.4343832489438213,7.66,0
id3848365,1,2016-05-18 09:44:27,2016-05-18 10:06:14,1,-73.95070648193358,40.771343231201165,-73.97938537597656,40.76058197021485,N,1307,9,2,5,Wednesday,2.695422457406377,7.42,0
id3434457,1,2016-01-05 09:47:21,2016-01-05 10:04:01,1,-73.97831726074217,40.75206756591797,-73.95764923095702,40.76573181152344,N,1000,9,1,1,Tuesday,2.3106064731629066,8.32,0
id2141922,1,2016-01-31 16:50:14,2016-01-31 16:58:18,1,-73.98661041259764,40.746883392333984,-73.97897338867188,40.75258255004882,N,484,16,6,1,Sunday,0.9030312622521166,6.72,0
id3842544,1,2016-02-24 08:27:51,2016-02-24 08:46:55,1,-73.95484924316406,40.777637481689446,-73.97052001953125,40.759220123291016,N,1144,8,2,2,Wednesday,2.4363024024622857,7.67,0
id2894533,1,2016-01-28 16:55:29,2016-01-28 17:21:37,1,-73.97554779052734,40.754409790039055,-73.97930908203125,40.783573150634766,N,1568,16,3,1,Thursday,3.2582507574206048,7.48,0
id0519142,2,2016-03-08 09:35:36,2016-03-08 09:52:42,2,-73.97733306884764,40.74893951416016,-74.00071716308595,40.75764083862305,N,1026,9,1,3,Tuesday,2.1945219124417994,7.7,0
id2445086,1,2016-05-07 09:32:04,2016-05-07 09:39:34,1,-73.97179412841797,40.7612533569336,-73.97823333740233,40.75457382202149,N,450,9,5,5,Saturday,0.9196739388359695,7.36,0
id2094376,2,2016-02-20 18:05:57,2016-02-20 18:24:07,3,-73.98216247558594,40.76295852661133,-73.96916198730467,40.7861213684082,N,1090,18,5,2,Saturday,2.798586154454424,9.24,0
id2886072,1,2016-05-13 08:51:05,2016-05-13 08:59:32,1,-73.9618148803711,40.77608871459961,-73.95120239257811,40.78279876708984,N,507,8,4,5,Friday,1.164118571935597,8.27,0
id3203482,2,2016-06-24 18:55:35,2016-06-24 19:06:14,5,-73.97738647460938,40.754878997802734,-73.98474884033203,40.74259948730469,N,639,18,4,6,Friday,1.4996718162433225,8.45,0
id2234780,1,2016-05-14 18:31:15,2016-05-14 18:42:26,1,-73.97509002685547,40.761524200439446,-73.97520446777344,40.75225830078125,N,671,18,5,5,Saturday,1.0303661217576376,5.53,0
id1389681,2,2016-03-18 09:43:48,2016-03-18 09:55:12,1,-73.97432708740233,40.72274017333984,-73.9847412109375,40.73208999633789,N,684,9,4,3,Friday,1.3605084891934818,7.16,-1
id2860398,2,2016-04-13 19:08:00,2016-04-13 19:21:46,1,-73.96193695068358,40.768497467041016,-73.97228240966798,40.78662872314453,N,826,19,2,4,Wednesday,2.1962495359202507,9.57,0
id2843044,1,2016-02-05 09:03:03,2016-02-05 09:47:55,2,-73.98255157470702,40.752559661865234,-74.00627136230467,40.7227783203125,N,2692,9,4,2,Friday,3.8678305715586676,5.17,0
id0236289,1,2016-05-31 17:46:52,2016-05-31 18:06:25,1,-73.97268676757811,40.75934219360352,-73.98037719726561,40.737598419189446,N,1173,17,1,5,Tuesday,2.503085392150477,7.68,0
id2333178,2,2016-03-14 18:48:16,2016-03-14 19:10:43,2,-73.96204376220702,40.75947952270508,-73.99534606933594,40.73931121826172,N,1347,18,0,3,Monday,3.591540060064696,9.6,0
id2224156,1,2016-06-23 17:59:50,2016-06-23 18:14:10,1,-73.98979187011719,40.739070892333984,-74.008056640625,40.738712310791016,N,860,17,3,6,Thursday,1.5393499404940516,6.44,0
id3070011,1,2016-04-21 18:17:56,2016-04-21 18:33:44,1,-73.97901153564453,40.761680603027344,-73.98587036132812,40.759037017822266,N,948,18,3,4,Thursday,0.648168292512646,2.46,0
id0833463,2,2016-02-16 09:38:39,2016-02-16 09:43:13,3,-73.97676086425781,40.76582717895508,-73.9733123779297,40.76002883911133,N,274,9,1,2,Tuesday,0.7071420272945727,9.29,0
id0750692,2,2016-04-14 07:45:20,2016-04-14 08:07:50,1,-73.96710205078125,40.76070022583008,-73.95222473144531,40.772998809814446,N,1350,7,3,4,Thursday,1.8547092916451426,4.95,0
id0077044,2,2016-06-02 08:38:25,2016-06-02 08:51:39,2,-73.98384857177734,40.749786376953125,-73.97262573242188,40.76193618774414,N,794,8,3,6,Thursday,1.648873698085748,7.48,0
id0460740,1,2016-02-02 17:44:30,2016-02-02 17:55:25,1,-73.9988021850586,40.72269058227539,-74.005615234375,40.71059799194336,N,655,17,1,2,Tuesday,1.462104483036372,8.04,0
id3724707,2,2016-03-31 16:12:24,2016-03-31 16:20:34,1,-74.00160217285155,40.730972290039055,-73.99199676513672,40.72652053833008,N,490,16,3,3,Thursday,0.9487644940297577,6.97,0
id2941800,1,2016-05-18 17:10:41,2016-05-18 18:13:19,1,-74.00078582763672,40.72581481933594,-73.98591613769531,40.75255584716797,N,3758,17,2,5,Wednesday,3.2266050449021537,3.09,0
id0145326,2,2016-04-04 18:04:41,2016-04-04 18:11:40,1,-73.991455078125,40.74992370605469,-73.98941802978516,40.75655746459961,N,419,18,0,4,Monday,0.7573343987340204,6.51,0
id2460303,1,2016-06-15 16:11:23,2016-06-15 16:25:09,1,-73.96810150146483,40.76227951049805,-73.9894790649414,40.767444610595696,N,826,16,2,6,Wednesday,1.8897759814753279,8.24,0
id2541155,1,2016-06-03 07:35:22,2016-06-03 07:44:47,1,-73.99557495117188,40.754661560058594,-73.99121856689453,40.76443862915039,N,565,7,4,6,Friday,1.1474086055572448,7.31,0
id0470085,2,2016-04-30 18:41:02,2016-04-30 19:35:44,2,-73.87299346923827,40.7741584777832,-73.88652038574217,40.76729965209961,N,3282,18,5,4,Saturday,1.3708564256717166,1.5,4
id3603688,2,2016-01-18 09:52:16,2016-01-18 09:59:18,1,-73.98822784423827,40.759220123291016,-74.00109100341797,40.75719833374024,N,422,9,0,1,Monday,1.1065038061398154,9.44,0
id0963464,2,2016-05-11 19:33:25,2016-05-11 19:39:42,1,-73.98880004882812,40.72705078125,-73.98377990722656,40.72148132324219,N,377,19,2,5,Wednesday,0.7499972151463495,7.16,0
id0766121,2,2016-05-25 17:42:39,2016-05-25 18:05:33,1,-73.97769165039062,40.74253082275391,-73.99115753173827,40.755409240722656,N,1374,17,2,5,Wednesday,1.8268584992190517,4.79,0
id3849540,2,2016-02-10 16:10:06,2016-02-10 16:18:19,3,-73.98863983154298,40.7379150390625,-73.9892578125,40.747745513916016,N,493,16,2,2,Wednesday,1.0943380634446422,7.99,0
